refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;LR;combi;1000;79,0;83,0;71,38627006818963;0,5411829812248182;22,0;29,0;36,0;51,0;13,337349397590362;8,0;77,85234703919593;0,6873532536968742;14,0;36,0;47,0;60,0;9,325301204819278;5,0
farashi p-value cutoff;LR;combi;2000;88,0;92,0;66,60241583140582;0,5113050626522707;15,0;21,0;23,0;34,0;22,47826086956522;16,0;80,47836143608997;0,748947700820058;16,0;36,0;45,0;58,0;11,51086956521739;6,0
farashi p-value cutoff;SVM;normal;100;24,0;25,0;67,55223880597015;0,6222222222222222;12,0;20,0;25,0;25,0;2,16;2,0;65,43283582089552;0,5659722222222222;9,0;21,0;25,0;25,0;2,2;2,0
farashi p-value cutoff;SVM;normal;500;60,0;62,0;79,91681637116301;0,7267063159247823;24,0;40,0;41,0;53,0;4,758064516129032;2,0;65,88104350542842;0,5530843660095225;11,0;27,0;32,0;44,0;8,32258064516129;5,0
farashi p-value cutoff;SVM;normal;1000;79,0;83,0;77,3972642624631;0,6332930038913595;23,0;36,0;44,0;57,0;9,63855421686747;5,0;68,65198833031498;0,5188610860849494;12,0;24,0;34,0;51,0;14,337349397590362;8,0
farashi p-value cutoff;SVM;normal;2000;88,0;92,0;76,82612047869665;0,6778844030985197;21,0;33,0;41,0;51,0;14,804347826086957;8,0;66,39192450806209;0,5188398271712953;12,0;21,0;23,0;42,0;23,554347826086957;13,0
farashi p-value cutoff;SVM;graphlet;100;24,0;25,0;71,5820895522388;0,6868055555555556;11,0;23,0;24,0;25,0;2,0;2,0;64,77611940298507;0,5756944444444445;8,0;22,0;23,0;25,0;2,28;2,0
farashi p-value cutoff;SVM;graphlet;500;60,0;62,0;82,18581582441615;0,7214744560844085;22,0;41,0;48,0;55,0;4,306451612903226;2,0;67,66187612278372;0,5851444155285536;14,0;27,0;33,0;44,0;7,82258064516129;5,0
farashi p-value cutoff;SVM;graphlet;1000;79,0;83,0;83,43591863830382;0,7457549763927538;27,0;42,0;54,0;66,0;7,048192771084337;3,0;68,41614888747839;0,5727912613295367;14,0;25,0;34,0;50,0;14,855421686746988;7,0
farashi p-value cutoff;SVM;graphlet;2000;88,0;92,0;85,79358162090888;0,8035125557236935;30,0;51,0;60,0;75,0;9,706521739130435;3,0;68,07725185210016;0,5896086193154512;7,0;24,0;33,0;45,0;22,695652173913043;11,5
farashi p-value cutoff;SVM;autoencode;100;24,0;25,0;73,07462686567165;0,6930555555555555;12,0;22,0;24,0;25,0;2,0;2,0;69,82089552238806;0,6284722222222222;9,0;23,0;24,0;25,0;2,08;2,0
farashi p-value cutoff;SVM;autoencode;500;60,0;62,0;83,09087713817074;0,714530929701642;22,0;41,0;48,0;56,0;4,080645161290323;2,0;67,31332500195266;0,5112160401287827;8,0;25,0;36,0;45,0;7,870967741935484;4,0
farashi p-value cutoff;SVM;autoencode;1000;79,0;83,0;82,86961281569002;0,6940316985337974;27,0;41,0;48,0;68,0;7,192771084337349;4,0;65,92352978855975;0,4383388596202196;5,0;17,0;25,0;47,0;15,325301204819278;9,0
farashi p-value cutoff;SVM;autoencode;2000;88,0;92,0;83,97193076553474;0,7441543722778825;32,0;46,0;52,0;66,0;10,173913043478262;3,5;62,953108064317895;0,44783665683401314;5,0;14,0;16,0;34,0;25,66304347826087;15,5
farashi p-value cutoff;SVM;combi;100;24,0;25,0;68,17910447761193;0,6458333333333334;11,0;21,0;24,0;25,0;2,2;2,0;67,04477611940298;0,6319444444444445;11,0;21,0;24,0;25,0;2,24;2,0
farashi p-value cutoff;SVM;combi;500;60,0;62,0;83,76454737170975;0,7301909538502096;24,0;40,0;45,0;57,0;3,806451612903226;2,0;68,42146371944075;0,5704063460575272;13,0;25,0;34,0;45,0;7,467741935483871;5,0
farashi p-value cutoff;SVM;combi;1000;79,0;83,0;84,90976957612956;0,7462745957507866;28,0;47,0;54,0;69,0;6,096385542168675;3,0;68,48311564285173;0,5443608989986809;13,0;21,0;28,0;47,0;13,602409638554217;8,0
farashi p-value cutoff;SVM;combi;2000;88,0;92,0;88,0920854145017;0,8098070093285563;32,0;52,0;57,0;75,0;7,467391304347826;2,0;64,91527270289296;0,4907292473630616;10,0;11,0;20,0;40,0;24,33695652173913;13,0
farashi p-value cutoff;DT;normal;100;24,0;25,0;81,34328358208955;0,8125;16,0;24,0;24,0;25,0;1,68;1,0;85,82089552238806;0,8597222222222222;17,0;24,0;25,0;25,0;1,48;1,0
farashi p-value cutoff;DT;normal;500;60,0;62,0;83,23049285323752;0,6818087422760742;21,0;39,0;47,0;58,0;3,903225806451613;2,0;72,84327891900337;0,5857378356133142;9,0;28,0;43,0;52,0;6,564516129032258;4,0
farashi p-value cutoff;DT;normal;1000;79,0;83,0;85,39775341093713;0,7119063946891463;30,0;46,0;53,0;69,0;5,9397590361445785;2,0;76,25882942111608;0,6560361588898711;9,0;26,0;41,0;58,0;9,650602409638553;6,0
farashi p-value cutoff;DT;normal;2000;88,0;92,0;85,2094577229504;0,7515713822730011;30,0;52,0;55,0;66,0;9,282608695652174;2,0;80,16241493748115;0,7364034807134655;10,0;29,0;40,0;57,0;11,445652173913043;6,0
farashi p-value cutoff;DT;graphlet;100;24,0;25,0;79,22388059701493;0,8125;15,0;23,0;24,0;25,0;1,76;1,0;84,11940298507463;0,8680555555555555;18,0;23,0;25,0;25,0;1,56;1,0
farashi p-value cutoff;DT;graphlet;500;60,0;62,0;82,60368663594471;0,6888263641564458;22,0;38,0;45,0;57,0;4,032258064516129;2,0;72,78567523236742;0,6494350633249493;21,0;34,0;41,0;47,0;6,919354838709677;3,0
farashi p-value cutoff;DT;graphlet;1000;79,0;83,0;84,44449620618774;0,7092847625775663;27,0;44,0;54,0;67,0;6,265060240963855;3,0;77,31311907853744;0,6789043632596516;15,0;33,0;47,0;59,0;9,46987951807229;5,0
farashi p-value cutoff;DT;graphlet;2000;88,0;92,0;85,25666811929425;0,7421463033362113;31,0;51,0;55,0;66,0;9,26086956521739;2,5;81,53794151497883;0,7735628562271812;14,0;33,0;49,0;60,0;10,782608695652174;5,0
farashi p-value cutoff;DT;autoencode;100;24,0;25,0;75,044776119403;0,7208333333333333;14,0;21,0;25,0;25,0;1,92;1,0;74,71641791044776;0,69375;13,0;21,0;25,0;25,0;1,88;1,0
