refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;SVM;graphlet;2000;88,0;92,0;85,488250477691;0,7658368505045616;31,0;46,0;55,0;69,0;9,380434782608695;3,5;63,2760383493681;0,4833855390699007;4,0;10,0;19,0;35,0;25,065217391304348;15,5
farashi p-value cutoff;DT;graphlet;100;24,0;25,0;71,01492537313432;0,6965277777777779;11,0;21,0;25,0;25,0;2,04;2,0;67,07462686567165;0,6395833333333333;9,0;24,0;24,0;25,0;2,2;2,0
farashi p-value cutoff;DT;graphlet;500;60,0;62,0;81,25732250253847;0,685306370709089;20,0;34,0;49,0;57,0;4,451612903225806;3,0;73,08248066859329;0,6275351112142984;17,0;33,0;42,0;48,0;6,919354838709677;3,0
farashi p-value cutoff;DT;graphlet;1000;79,0;83,0;85,11765767759293;0,7122819741774261;26,0;45,0;53,0;69,0;6,168674698795181;3,0;76,41197947905687;0,6586699474677556;15,0;32,0;41,0;57,0;9,650602409638553;6,0
farashi p-value cutoff;DT;graphlet;2000;88,0;92,0;84,13437363816165;0,7442575920220317;28,0;48,0;54,0;68,0;10,771739130434783;3,0;79,60231526488106;0,7512342571035852;14,0;30,0;41,0;58,0;11,956521739130435;7,0
farashi p-value cutoff;KNN1;graphlet;100;24,0;25,0;69,58208955223881;0,7243055555555555;13,0;20,0;24,0;25,0;2,2;1,0;71,40298507462687;0,7243055555555555;12,0;20,0;24,0;25,0;2,12;2,0
farashi p-value cutoff;KNN1;graphlet;500;60,0;62,0;81,85190970866203;0,6902411531075737;21,0;37,0;50,0;57,0;4,403225806451613;2,0;73,40759978130124;0,650389907776425;19,0;34,0;44,0;49,0;6,967741935483871;3,0
farashi p-value cutoff;KNN1;graphlet;1000;79,0;83,0;84,02580840520127;0,7134817940481321;25,0;45,0;57,0;68,0;6,9397590361445785;3,0;77,04670785607388;0,6977173904864851;15,0;37,0;47,0;58,0;9,662650602409638;4,0
farashi p-value cutoff;KNN1;graphlet;2000;88,0;92,0;84,49403863989363;0,7436366502067258;30,0;46,0;56,0;69,0;10,565217391304348;3,5;80,0818220419474;0,7505625541650844;12,0;36,0;44,0;58,0;11,717391304347826;6,0
farashi p-value cutoff;KNN3;graphlet;100;24,0;25,0;70,08955223880598;0,7034722222222222;12,0;21,0;23,0;25,0;2,2;2,0;74,77611940298507;0,7763888888888889;14,0;22,0;23,0;25,0;2,04;1,0
