refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;RF;normal;2000;106,0;175,0;79,22734534646109;0,7658294443915127;52,0;81,0;87,0;120,0;11,857142857142858;6,0;57,645550808099564;0,5310266596724927;8,0;17,0;40,0;61,0;25,605714285714285;14,0
DeRycke;RF;autoencode;100;29,0;36,0;77,1384479717813;0,808672936259143;22,0;31,0;35,0;36,0;1,8611111111111112;1,0;66,20370370370371;0,6561128526645768;16,0;31,0;35,0;36,0;2,138888888888889;2,0
DeRycke;RF;autoencode;500;76,0;116,0;85,39547793670732;0,8433788762157557;51,0;83,0;95,0;110,0;3,5258620689655173;2,0;62,49037643340492;0,5353185469280248;13,0;49,0;61,0;85,0;8,008620689655173;5,0
DeRycke;RF;autoencode;1000;95,0;157,0;82,44922799879947;0,790691222880561;54,0;89,0;105,0;132,0;6,515923566878981;3,0;61,22069563477507;0,5511670284596948;15,0;39,0;57,0;91,0;14,07643312101911;8,0
DeRycke;RF;autoencode;2000;106,0;175,0;80,79658183169236;0,7781950975891849;52,0;79,0;89,0;124,0;10,891428571428571;5,0;60,34092513468325;0,5259198044682699;13,0;26,0;36,0;69,0;23,33142857142857;15,0
DeRycke;RF;combi;100;29,0;36,0;76,1904761904762;0,8213166144200628;22,0;31,0;35,0;36,0;1,8888888888888888;1,0;68,84920634920636;0,7042842215256009;18,0;30,0;34,0;36,0;2,1666666666666665;1,5
DeRycke;RF;combi;500;76,0;116,0;86,0605170387779;0,839604419108498;50,0;84,0;97,0;109,0;3,439655172413793;2,0;61,60804732768751;0,5454207430102027;13,0;48,0;63,0;80,0;8,28448275862069;5,0
DeRycke;RF;combi;1000;95,0;157,0;82,98445993263746;0,8021674062545275;54,0;91,0;106,0;134,0;6,286624203821656;3,0;59,87227798712777;0,5126918405752634;12,0;35,0;51,0;89,0;15,0828025477707;9,0
DeRycke;RF;combi;2000;106,0;175,0;83,19784506780606;0,8139377868184801;56,0;87,0;93,0;127,0;9,314285714285715;4,0;58,82571057031395;0,5165512596282172;8,0;26,0;32,0;63,0;24,497142857142858;16,0
farashi;LR;normal;100;54,0;55,0;71,28458498023716;0,6859567901234568;30,0;46,0;53,0;55,0;2,036363636363636;1,0;68,86034255599472;0,6498456790123457;24,0;50,0;53,0;55,0;2,018181818181818;2,0
farashi;LR;normal;500;135,0;144,0;81,20811876939328;0,6648498778669102;48,0;94,0;111,0;133,0;4,090277777777778;2,0;73,40624381065557;0,641391563209408;33,0;79,0;104,0;120,0;6,041666666666667;3,0
farashi;LR;normal;1000;173,0;185,0;76,05555977649001;0,6041909321472884;42,0;80,0;103,0;137,0;8,983783783783784;4,0;77,67020534462395;0,6934989982779434;30,0;87,0;112,0;141,0;7,859459459459459;4,0
farashi;LR;normal;2000;194,0;208,0;69,35723396038497;0,5388121042981067;30,0;51,0;71,0;106,0;18,245192307692307;10,0;79,67347835808003;0,7488673134479918;22,0;73,0;110,0;140,0;10,586538461538462;5,0
farashi;LR;autoencode;100;54,0;55,0;74,1501976284585;0,7013888888888888;30,0;48,0;54,0;55,0;1,8909090909090909;1,0;70,6258234519104;0,6706790123456791;28,0;49,0;53,0;55,0;1,9636363636363636;1,0
farashi;LR;autoencode;500;135,0;144,0;81,88151944279396;0,6743124566886296;47,0;95,0;115,0;133,0;3,9722222222222223;2,0;73,45534594309105;0,6470544864491258;35,0;71,0;99,0;123,0;5,777777777777778;4,0
farashi;LR;autoencode;1000;173,0;185,0;76,80199749967191;0,6147315795918672;43,0;85,0;108,0;139,0;8,767567567567568;4,0;75,76664065036158;0,6719504819856418;26,0;66,0;109,0;139,0;8,378378378378379;5,0
farashi;LR;autoencode;2000;194,0;208,0;68,3219826315843;0,5242011083045923;30,0;46,0;75,0;102,0;18,802884615384617;11,0;79,57683542181164;0,7433064712979063;21,0;75,0;112,0;140,0;10,64423076923077;5,0
farashi;LR;combi;100;54,0;55,0;78,5638998682477;0,7638888888888888;33,0;52,0;55,0;55,0;1,6545454545454545;1,0;71,9235836627141;0,6820987654320987;26,0;52,0;54,0;55,0;1,8727272727272728;2,0
farashi;LR;combi;500;135,0;144,0;82,0108767412689;0,6810722443679574;50,0;97,0;114,0;133,0;3,9791666666666665;2,0;73,33836733346537;0,6510050172142189;32,0;71,0;98,0;124,0;5,777777777777778;4,0
farashi;LR;combi;1000;173,0;185,0;77,19832022157604;0,6149928975988025;44,0;80,0;103,0;141,0;8,291891891891892;5,0;75,72381735172434;0,6762448633654425;30,0;65,0;106,0;138,0;8,421621621621622;5,0
farashi;LR;combi;2000;194,0;208,0;67,5798995396201;0,5172621536264883;26,0;39,0;66,0;101,0;19,173076923076923;11,0;79,18340371149527;0,7424881336444265;20,0;69,0;110,0;140,0;10,807692307692308;5,0
farashi;SVM;normal;100;54,0;55,0;72,91172595520422;0,7029320987654321;28,0;50,0;54,0;55,0;1,8909090909090909;1,0;56,97628458498023;0,4708333333333333;15,0;50,0;54,0;55,0;2,4;2,0
farashi;SVM;normal;500;135,0;144,0;83,655798177857;0,728590956967052;55,0;99,0;116,0;136,0;3,5277777777777777;2,0;65,35596982900904;0,4985622711168705;17,0;42,0;80,0;117,0;7,090277777777778;5,0
farashi;SVM;normal;1000;173,0;185,0;84,30809291274409;0,7187356617036359;46,0;117,0;132,0;159,0;5,583783783783784;3,0;63,99955795304631;0,48244254532006653;16,0;40,0;53,0;104,0;13,237837837837837;8,0
farashi;SVM;normal;2000;194,0;208,0;85,20823170421863;0,7542664732629208;61,0;120,0;137,0;160,0;8,33173076923077;3,0;62,62297122879762;0,4973229618618782;16,0;36,0;43,0;84,0;21,451923076923077;16,0
farashi;SVM;autoencode;100;54,0;55,0;73,47826086956523;0,6790123456790123;29,0;51,0;54,0;55,0;1,9090909090909092;1,0;61,80500658761529;0,5447530864197532;21,0;48,0;54,0;55,0;2,290909090909091;2,0
farashi;SVM;autoencode;500;135,0;144,0;84,09317851719813;0,7442615361117291;55,0;100,0;118,0;135,0;3,6041666666666665;2,0;69,50613157721001;0,5759724108302671;24,0;54,0;89,0;121,0;6,3125;4,0
farashi;SVM;autoencode;1000;173,0;185,0;86,38806196945733;0,7558584180068447;57,0;119,0;142,0;163,0;5,162162162162162;2,0;69,62377660052078;0,5706754254615323;29,0;47,0;73,0;121,0;11,091891891891892;7,0
farashi;SVM;autoencode;2000;194,0;208,0;86,8550362307794;0,7796909125108397;56,0;129,0;142,0;165,0;7,5673076923076925;2,0;68,10058995701088;0,5631851858442946;16,0;42,0;53,0;96,0;18,341346153846153;11,5
farashi;SVM;combi;100;54,0;55,0;68,6627140974967;0,646141975308642;26,0;48,0;52,0;55,0;2,1454545454545455;2,0;57,173913043478265;0,4800925925925926;16,0;47,0;51,0;55,0;2,581818181818182;2,0
farashi;SVM;combi;500;135,0;144,0;84,34797319601242;0,7195797889420594;56,0;99,0;121,0;135,0;3,4930555555555554;2,0;66,9829421667657;0,5245566808470404;19,0;46,0;91,0;118,0;6,8125;5,0
farashi;SVM;combi;1000;173,0;185,0;86,4228040972227;0,7526918565928281;60,0;119,0;134,0;162,0;5,0162162162162165;2,0;67,66847859871118;0,5407828325482331;14,0;43,0;69,0;116,0;11,956756756756757;7,0
farashi;SVM;combi;2000;194,0;208,0;86,57507977885504;0,7697037982542788;57,0;126,0;145,0;161,0;7,514423076923077;2,0;66,69686956919418;0,5522564572454589;13,0;29,0;50,0;91,0;18,701923076923077;13,0
farashi;DT;normal;100;54,0;55,0;73,36627140974967;0,7361111111111113;32,0;48,0;53,0;55,0;1,9636363636363636;1,0;71,91040843214755;0,6814814814814815;26,0;49,0;53,0;55,0;1,9636363636363636;2,0
farashi;DT;normal;500;135,0;144,0;82,96568627450979;0,7037359383084768;46,0;96,0;117,0;136,0;3,6805555555555554;2,0;75,99896019013666;0,682098400198922;31,0;79,0;107,0;128,0;5,201388888888889;3,0
