refset;algorithm;variation;binary;expression;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;KNN7;combo;binary;diff expression;100;29,0;36,0;65,6305114638448;0,6247648902821317;16,0;30,0;36,0;36,0;2,111111111111111;2,0;73,6331569664903;0,6363636363636364;17,0;33,0;36,0;36,0;1,8333333333333333;2,0
DeRycke;KNN7;combo;binary;diff expression;500;76,0;116,0;76,37262449856152;0,6631343347235843;21,0;66,0;83,0;100,0;4,767241379310345;3,0;65,04366060213137;0,4977770808699397;11,0;46,0;70,0;90,0;7,267241379310345;5,0
DeRycke;KNN7;combo;binary;diff expression;1000;95,0;157,0;77,65415013172374;0,7090946483544459;26,0;68,0;91,0;120,0;7,171974522292993;4,0;62,82555774168805;0,5256107181428541;12,0;37,0;57,0;98,0;13,48407643312102;8,0
DeRycke;KNN7;combo;binary;diff expression;2000;106,0;175,0;78,66357049972135;0,7495826097298298;25,0;58,0;85,0;112,0;10,645714285714286;6,0;65,88690321382128;0,626011117902419;12,0;27,0;40,0;77,0;18,068571428571428;12,0
DeRycke;KNN7;incoming;normal;diff expression;100;26,0;32,0;70,28061224489795;0,6673076923076924;18,0;28,0;32,0;32,0;1,9375;1,0;71,5561224489796;0,6987179487179488;18,0;30,0;31,0;32,0;1,90625;1,0
DeRycke;KNN7;incoming;normal;diff expression;500;70,0;106,0;76,392632524708;0,7306233621248235;33,0;61,0;80,0;89,0;4,839622641509434;3,0;68,66781017724415;0,5862618421571847;18,0;48,0;70,0;92,0;5,89622641509434;4,0
DeRycke;KNN7;incoming;normal;diff expression;1000;89,0;144,0;76,4969529478458;0,7668924821771588;32,0;71,0;92,0;110,0;7,152777777777778;4,0;65,94742063492063;0,631046059113331;19,0;41,0;65,0;105,0;11,145833333333334;7,0
DeRycke;KNN7;incoming;normal;diff expression;2000;99,0;160,0;78,07607670543855;0,7715282989897229;33,0;70,0;81,0;106,0;9,95625;5,0;68,01025620873939;0,6785585809749393;13,0;33,0;57,0;96,0;16,06875;8,0
DeRycke;KNN7;incoming;binary;diff expression;100;26,0;32,0;69,03698979591837;0,675;16,0;28,0;32,0;32,0;1,90625;1,5;67,98469387755102;0,692948717948718;16,0;28,0;31,0;32,0;2,03125;1,5
DeRycke;KNN7;incoming;binary;diff expression;500;70,0;106,0;75,34985978382205;0,6615266986579987;26,0;63,0;77,0;92,0;4,849056603773585;3,0;66,39031827711072;0,5602707209355287;25,0;45,0;59,0;85,0;6,367924528301887;4,0
DeRycke;KNN7;incoming;binary;diff expression;1000;89,0;144,0;74,59188102324264;0,6888725418494023;26,0;60,0;87,0;113,0;7,493055555555555;5,0;63,33373193027211;0,5545511692587796;16,0;38,0;57,0;92,0;11,777777777777779;7,0
DeRycke;KNN7;incoming;binary;diff expression;2000;99,0;160,0;76,63971628418736;0,7572785951923632;23,0;64,0;78,0;106,0;10,63125;6,0;64,98742533794403;0,5907891099233654;8,0;23,0;45,0;84,0;17,325;10,0
DeRycke;KNN7;outgoing;normal;diff expression;100;25,0;32,0;66,08796296296296;0,7083333333333335;15,0;28,0;32,0;32,0;2,03125;2,0;58,969907407407405;0,5183333333333333;12,0;27,0;31,0;32,0;2,375;2,0
DeRycke;KNN7;outgoing;normal;diff expression;500;74,0;106,0;73,32738398776134;0,7029352141158531;32,0;61,0;72,0;87,0;5,113207547169812;3,0;63,241330953595096;0,5346444468131057;20,0;50,0;65,0;77,0;7,245283018867925;4,0
DeRycke;KNN7;outgoing;normal;diff expression;1000;93,0;147,0;74,28185602599248;0,7023369936593132;26,0;65,0;82,0;113,0;7,659863945578231;4,0;61,00091379835517;0,5133882817616752;12,0;34,0;47,0;88,0;12,353741496598639;8,0
DeRycke;KNN7;outgoing;normal;diff expression;2000;103,0;162,0;73,92707043416263;0,7157815269991031;13,0;47,0;78,0;98,0;11,623456790123457;6,0;61,76432511538894;0,5552170565426031;7,0;14,0;39,0;71,0;18,02469135802469;12,0
DeRycke;KNN7;outgoing;binary;diff expression;100;25,0;32,0;63,77314814814815;0,6225;12,0;28,0;32,0;32,0;2,09375;2,0;62,32638888888889;0,5883333333333333;12,0;27,0;31,0;32,0;2,1875;2,0
DeRycke;KNN7;outgoing;binary;diff expression;500;74,0;106,0;74,38105558388575;0,7099133278848239;23,0;60,0;74,0;92,0;4,783018867924528;3,0;62,21188169301376;0,5308880826702658;9,0;39,0;64,0;81,0;7,19811320754717;4,0
DeRycke;KNN7;outgoing;binary;diff expression;1000;93,0;147,0;75,3765864554777;0,7496956616460191;33,0;61,0;89,0;109,0;7,333333333333333;4,0;63,38349070971672;0,6026083073303451;16,0;47,0;63,0;90,0;12,374149659863946;6,0
DeRycke;KNN7;outgoing;binary;diff expression;2000;103,0;162,0;76,42181695373185;0,784698938439527;30,0;61,0;79,0;109,0;10,75925925925926;6,0;65,70077676460654;0,6749501261209354;14,0;45,0;59,0;82,0;16,679012345679013;10,0
DeRycke;KNN9;combo;normal;diff expression;100;29,0;36,0;70,48059964726632;0,703239289446186;19,0;31,0;34,0;36,0;2,0555555555555554;1,0;75,79365079365078;0,7579937304075236;19,0;33,0;35,0;36,0;1,9166666666666667;1,0
DeRycke;KNN9;combo;normal;diff expression;500;76,0;116,0;73,36703269986626;0,6815774246755398;26,0;62,0;78,0;93,0;5,7844827586206895;3,0;64,61110660885774;0,5522653552180915;20,0;45,0;69,0;86,0;7,732758620689655;5,0
DeRycke;KNN9;combo;normal;diff expression;1000;95,0;157,0;72,28782472404708;0,7149774630631028;27,0;58,0;87,0;108,0;9,471337579617835;5,0;62,05789175309302;0,5437063884668228;14,0;33,0;58,0;98,0;14,178343949044587;8,0
DeRycke;KNN9;combo;normal;diff expression;2000;106,0;175,0;74,35816459223481;0,7434493560862432;34,0;66,0;78,0;111,0;13,485714285714286;7,0;64,3001300390117;0,6250303408881126;12,0;22,0;42,0;78,0;19,771428571428572;13,0
DeRycke;KNN9;combo;binary;diff expression;100;29,0;36,0;67,173721340388;0,6435736677115989;16,0;30,0;36,0;36,0;2,0833333333333335;2,0;76,71957671957672;0,6839080459770116;18,0;33,0;36,0;36,0;1,75;1,5
DeRycke;KNN9;combo;binary;diff expression;500;76,0;116,0;75,97349973661818;0,6700815128307308;26,0;69,0;84,0;99,0;5,017241379310345;3,0;62,90115077596338;0,44288112834383375;11,0;40,0;70,0;89,0;7,974137931034483;5,0
DeRycke;KNN9;combo;binary;diff expression;1000;95,0;157,0;74,77873745289625;0,6853601170559964;17,0;64,0;81,0;115,0;8,146496815286625;5,0;62,73601894154134;0,5190818072059116;14,0;34,0;57,0;97,0;13,694267515923567;7,0
DeRycke;KNN9;combo;binary;diff expression;2000;106,0;175,0;77,45205275868474;0,7363229773024119;18,0;59,0;81,0;106,0;11,342857142857143;6,0;66,09139884822591;0,621650965050473;4,0;27,0;47,0;84,0;18,268571428571427;12,0
DeRycke;KNN9;incoming;normal;diff expression;100;26,0;32,0;67,6658163265306;0,6705128205128206;15,0;30,0;31,0;32,0;2,03125;2,0;70,79081632653062;0,6967948717948718;18,0;30,0;32,0;32,0;1,875;1,0
DeRycke;KNN9;incoming;normal;diff expression;500;70,0;106,0;74,83868332924936;0,7053896878504111;28,0;61,0;75,0;92,0;5,066037735849057;3,0;68,00688828990715;0,5765600235357461;20,0;49,0;68,0;87,0;6,132075471698113;4,0
DeRycke;KNN9;incoming;normal;diff expression;1000;89,0;144,0;74,25750248015873;0,740959540441149;26,0;63,0;91,0;111,0;7,833333333333333;4,0;66,30837230725623;0,605248367778159;14,0;36,0;64,0;105,0;10,659722222222221;6,0
DeRycke;KNN9;incoming;normal;diff expression;2000;99,0;160,0;74,97042989625903;0,7533273749617482;28,0;66,0;76,0;103,0;11,64375;6,0;66,41366708582207;0,659520367620933;14,0;31,0;50,0;84,0;16,95625;9,5
DeRycke;KNN9;incoming;binary;diff expression;100;26,0;32,0;61,54336734693877;0,6064102564102565;14,0;26,0;31,0;32,0;2,1875;2,0;62,37244897959183;0,6173076923076923;15,0;26,0;30,0;32,0;2,25;2,0
DeRycke;KNN9;incoming;binary;diff expression;500;70,0;106,0;73,77617141768086;0,6441573321598993;25,0;58,0;73,0;91,0;5,113207547169812;3,0;66,04250047646273;0,5808348118479602;22,0;41,0;65,0;82,0;6,5;4,0
DeRycke;KNN9;incoming;binary;diff expression;1000;89,0;144,0;72,09024234693877;0,6590220347828905;24,0;56,0;82,0;108,0;8,340277777777779;5,0;64,18517928004535;0,5816858109096481;16,0;44,0;58,0;91,0;11,42361111111111;7,5
DeRycke;KNN9;incoming;binary;diff expression;2000;99,0;160,0;74,21496777742847;0,7240985665895673;16,0;52,0;69,0;100,0;11,675;6,0;63,01890128890286;0,563643201986161;5,0;25,0;44,0;83,0;18,6625;10,0
DeRycke;KNN9;outgoing;normal;diff expression;100;25,0;32,0;59,143518518518526;0,5316666666666667;10,0;28,0;32,0;32,0;2,1875;2,0;65,10416666666667;0,5983333333333334;13,0;27,0;31,0;32,0;2,21875;2,0
DeRycke;KNN9;outgoing;normal;diff expression;500;74,0;106,0;73,67860785313616;0,7130177890518251;31,0;66,0;75,0;89,0;5,339622641509434;2,0;64,33643549209587;0,5400248846230048;21,0;48,0;61,0;84,0;6,971698113207547;4,0
DeRycke;KNN9;outgoing;normal;diff expression;1000;93,0;147,0;74,05015737638338;0,7039332580065165;21,0;70,0;82,0;112,0;7,918367346938775;4,0;61,102446948928836;0,5030889587537233;13,0;34,0;51,0;91,0;12,578231292517007;7,0
DeRycke;KNN9;outgoing;normal;diff expression;2000;103,0;162,0;73,83823032759203;0,7084950713176771;19,0;44,0;62,0;102,0;11,67283950617284;7,0;61,76695185560433;0,5508153297023791;8,0;21,0;40,0;66,0;18,17283950617284;12,0
DeRycke;KNN9;outgoing;binary;diff expression;100;25,0;32,0;56,770833333333336;0,545;10,0;26,0;32,0;32,0;2,3125;2,0;58,15972222222222;0,5341666666666667;9,0;27,0;31,0;32,0;2,28125;2,0
DeRycke;KNN9;outgoing;binary;diff expression;500;74,0;106,0;74,8960989291178;0,6908484433914308;21,0;59,0;78,0;99,0;4,622641509433962;3,0;63,609127995920446;0,5662221224397894;13,0;47,0;67,0;80,0;7,066037735849057;4,0
DeRycke;KNN9;outgoing;binary;diff expression;1000;93,0;147,0;72,95278708498326;0,720038955737207;21,0;57,0;83,0;108,0;8,020408163265307;5,0;63,02223575997562;0,5900804205114519;11,0;44,0;61,0;92,0;12,4421768707483;6,0
DeRycke;KNN9;outgoing;binary;diff expression;2000;103,0;162,0;74,80505835115764;0,7726958209551322;33,0;63,0;80,0;101,0;11,648148148148149;6,0;65,0545048594694;0,651266667363656;12,0;34,0;54,0;84,0;17,265432098765434;10,0
DeRycke;RF;combo;normal;diff expression;100;29,0;36,0;69,33421516754849;0,6858934169278996;16,0;33,0;35,0;36,0;2,111111111111111;2,0;58,22310405643739;0,4958202716823406;12,0;29,0;35,0;36,0;2,4166666666666665;2,0
DeRycke;RF;combo;normal;diff expression;500;76,0;116,0;80,89722030876455;0,7179681903913774;40,0;75,0;87,0;106,0;4,224137931034483;2,0;64,3325296811054;0,5480820762275357;15,0;48,0;70,0;89,0;7,775862068965517;5,0
DeRycke;RF;combo;normal;diff expression;1000;95,0;157,0;78,64074432253976;0,7225035912269717;44,0;78,0;96,0;125,0;7,445859872611465;4,0;58,85883883015974;0,497977760615841;14,0;37,0;48,0;89,0;16,955414012738853;9,0
DeRycke;RF;combo;normal;diff expression;2000;106,0;175,0;77,28233327141;0,7249560171411855;41,0;75,0;90,0;118,0;12,742857142857142;5,0;57,04521642206948;0,5166892974517953;6,0;26,0;44,0;58,0;27,62857142857143;16,0
DeRycke;RF;combo;binary;diff expression;100;29,0;36,0;71,56084656084656;0,7197492163009405;20,0;31,0;36,0;36,0;1,9722222222222223;1,0;59,72222222222223;0,5249738766980147;14,0;29,0;35,0;36,0;2,361111111111111;2,0
DeRycke;RF;combo;binary;diff expression;500;76,0;116,0;80,72804813809313;0,7204470692616368;41,0;78,0;88,0;103,0;4,551724137931035;2,0;61,83799991895943;0,49196976730600533;8,0;49,0;65,0;83,0;8,258620689655173;5,0
DeRycke;RF;combo;binary;diff expression;1000;95,0;157,0;79,06009270683963;0,7288370542827993;47,0;84,0;101,0;123,0;7,687898089171974;3,0;57,287824724047084;0,42212296988002024;5,0;32,0;44,0;89,0;16,37579617834395;9,0
DeRycke;RF;combo;binary;diff expression;2000;106,0;175,0;78,98257477243173;0,7587418867593636;45,0;84,0;98,0;117,0;11,92;4,0;54,80765372468884;0,4287421250030502;1,0;12,0;31,0;53,0;28,365714285714287;18,0
DeRycke;RF;incoming;normal;diff expression;100;26,0;32,0;73,62882653061224;0,782051282051282;19,0;28,0;31,0;32,0;1,9375;1,0;54,04974489795919;0,44615384615384623;10,0;26,0;31,0;32,0;2,4375;2,0
DeRycke;RF;incoming;normal;diff expression;500;70,0;106,0;81,84064363309646;0,7655172082413588;42,0;74,0;84,0;99,0;4,056603773584905;2,0;66,18271665441478;0,5310684295358592;17,0;49,0;67,0;83,0;6,7075471698113205;4,0
DeRycke;RF;incoming;normal;diff expression;1000;89,0;144,0;80,22627019557824;0,762278888278026;47,0;78,0;96,0;121,0;6,25;3,0;60,45032596371882;0,4895348983569729;16,0;41,0;56,0;82,0;13,590277777777779;8,0
DeRycke;RF;incoming;normal;diff expression;2000;99,0;160,0;79,084210939956;0,7600352284711623;44,0;72,0;87,0;110,0;10,225;4,0;58,69547705124174;0,5167026295924286;6,0;30,0;41,0;65,0;22,725;15,0
DeRycke;RF;incoming;binary;diff expression;100;26,0;32,0;68,27168367346938;0,7153846153846154;16,0;30,0;31,0;32,0;1,96875;1,5;55,83545918367348;0,5333333333333333;11,0;25,0;31,0;32,0;2,375;2,0
DeRycke;RF;incoming;binary;diff expression;500;70,0;106,0;81,71540199842087;0,7739813002428092;44,0;74,0;85,0;94,0;4,1415094339622645;2,0;63,00675215769556;0,4787081289600328;14,0;41,0;59,0;82,0;7,122641509433962;5,0
DeRycke;RF;incoming;binary;diff expression;1000;89,0;144,0;80,51835317460318;0,7460820349225592;50,0;81,0;95,0;115,0;6,027777777777778;3,0;59,82231434240363;0,43569616505294995;14,0;29,0;45,0;92,0;12,368055555555555;9,0
DeRycke;RF;incoming;binary;diff expression;2000;99,0;160,0;79,51980509273812;0,7648336834701877;46,0;79,0;91,0;111,0;10,00625;4,0;57,69471078277272;0,4502764907095328;7,0;17,0;38,0;60,0;22,73125;13,5
DeRycke;RF;outgoing;normal;diff expression;100;25,0;32,0;69,9074074074074;0,7025;14,0;29,0;31,0;32,0;2,03125;2,0;56,04745370370371;0,4866666666666667;10,0;25,0;30,0;32,0;2,5;2,0
DeRycke;RF;outgoing;normal;diff expression;500;74,0;106,0;82,98508414074452;0,7915870805501785;41,0;76,0;86,0;101,0;3,3867924528301887;2,0;65,79933707292199;0,5707482319575946;16,0;54,0;67,0;83,0;6,867924528301887;3,0
DeRycke;RF;outgoing;normal;diff expression;1000;93,0;147,0;78,93999390801096;0,719251400907439;37,0;82,0;97,0;110,0;6,333333333333333;3,0;56,34480657934816;0,396554316618543;7,0;28,0;52,0;83,0;15,986394557823129;8,0
DeRycke;RF;outgoing;normal;diff expression;2000;103,0;162,0;77,44784044429434;0,7228271830401822;33,0;66,0;91,0;111,0;11,08641975308642;5,0;52,239202221471736;0,4007063509038986;4,0;17,0;30,0;53,0;27,62962962962963;16,5
DeRycke;RF;outgoing;binary;diff expression;100;25,0;32,0;61,342592592592595;0,6358333333333334;14,0;25,0;31,0;32,0;2,25;2,0;53,87731481481482;0,47416666666666674;9,0;25,0;31,0;32,0;2,46875;2,0
DeRycke;RF;outgoing;binary;diff expression;500;74,0;106,0;80,61958184599693;0,7241857919576883;37,0;71,0;79,0;96,0;3,7830188679245285;2,0;61,12442631310556;0,44195077160739177;9,0;53,0;61,0;77,0;7,773584905660377;3,5
DeRycke;RF;outgoing;binary;diff expression;1000;93,0;147,0;78,04954817747995;0,707889332419181;34,0;80,0;98,0;113,0;6,857142857142857;3,0;57,156868717636314;0,4283272414302228;7,0;32,0;55,0;86,0;15,884353741496598;7,0
DeRycke;RF;outgoing;binary;diff expression;2000;103,0;162,0;76,00500956883936;0,7220070779734982;41,0;71,0;89,0;104,0;11,574074074074074;4,0;54,703365979961724;0,4443414491621582;6,0;18,0;35,0;56,0;25,382716049382715;17,0
