refset;algorithm;variation;weighted;bp distance;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;DT;graphlet;weighted;500;83,40135124580176;0,7253707268300469;22,0;40,0;48,0;56,0;3,9193548387096775;2,0;73,01901897992657;0,6560177318621665;18,0;31,0;42,0;50,0;6,870967741935484;3,5
farashi p-value cutoff;DT;graphlet;weighted;1000;86,69894658382199;0,7609110064207141;30,0;51,0;57,0;72,0;5,662650602409639;2,0;76,24077751314586;0,648360883364175;10,0;28,0;48,0;59,0;9,951807228915662;5,0
farashi p-value cutoff;DT;graphlet;weighted;2000;86,36331891879811;0,7802621322450719;32,0;53,0;57,0;71,0;8,75;2,0;79,52186204507615;0,7474598010416084;11,0;27,0;40,0;59,0;12,054347826086957;7,0
farashi p-value cutoff;DT;graphlet;unweighted;100;64,05970149253731;0,6027777777777779;11,0;19,0;23,0;24,0;2,64;2,0;75,044776119403;0,7236111111111111;14,0;20,0;24,0;25,0;1,96;1,0
farashi p-value cutoff;DT;graphlet;unweighted;500;82,63590564711396;0,711903628290353;22,0;38,0;46,0;57,0;4,032258064516129;2,0;72,29653206279778;0,6509247141580287;19,0;29,0;41,0;49,0;7,080645161290323;4,0
farashi p-value cutoff;DT;graphlet;unweighted;1000;85,24838843047394;0,7348311053091674;25,0;48,0;52,0;71,0;6,120481927710843;2,0;74,97306771794767;0,6559402003497082;11,0;29,0;44,0;56,0;10,506024096385541;5,0
farashi p-value cutoff;DT;graphlet;unweighted;2000;85,3228744147587;0,7614764841171627;30,0;49,0;55,0;69,0;9,228260869565217;2,5;78,70182584112723;0,738203086496807;15,0;28,0;35,0;55,0;12,41304347826087;7,0
farashi p-value cutoff;DT;autoencode;weighted;100;62,089552238805965;0,5548611111111111;9,0;19,0;23,0;24,0;2,64;2,0;67,07462686567165;0,6430555555555556;7,0;23,0;25,0;25,0;2,08;2,0
farashi p-value cutoff;DT;autoencode;weighted;500;83,94419276732016;0,7304092602953046;23,0;41,0;49,0;56,0;3,7903225806451615;2,0;73,4456767945013;0,6050314063280122;15,0;34,0;44,0;50,0;6,838709677419355;3,0
farashi p-value cutoff;DT;autoencode;weighted;1000;84,48584089863562;0,7104755128169405;25,0;43,0;52,0;70,0;6,36144578313253;3,0;74,93812854123114;0,6399239360705518;13,0;29,0;42,0;55,0;10,349397590361447;5,0
farashi p-value cutoff;DT;autoencode;weighted;2000;85,86970489312013;0,7672947363171324;31,0;50,0;55,0;70,0;8,902173913043478;2,5;79,58653190752348;0,7393220205323707;7,0;26,0;41,0;57,0;11,815217391304348;7,0
farashi p-value cutoff;DT;autoencode;unweighted;100;60,95522388059702;0,5618055555555556;10,0;18,0;23,0;24,0;2,76;2,0;72,955223880597;0,6666666666666666;8,0;23,0;25,0;25,0;1,88;2,0
farashi p-value cutoff;DT;autoencode;unweighted;500;86,10970085136296;0,7950579537575189;26,0;43,0;50,0;57,0;3,3548387096774195;2,0;72,01534796532063;0,59533912412953;13,0;29,0;42,0;49,0;6,903225806451613;4,0
farashi p-value cutoff;DT;autoencode;unweighted;1000;85,0352594525031;0,7283375382739027;27,0;46,0;54,0;70,0;6,204819277108434;2,0;73,39614620880816;0,6317237879258201;9,0;24,0;37,0;54,0;10,951807228915662;6,0
farashi p-value cutoff;DT;autoencode;unweighted;2000;86,20897723844323;0,7823903792443745;34,0;52,0;58,0;70,0;8,771739130434783;2,0;78,39328215614628;0,7359135562299511;12,0;31,0;39,0;54,0;12,76086956521739;7,0
farashi p-value cutoff;DT;combi;weighted;100;59,88059701492537;0,5305555555555556;10,0;18,0;23,0;24,0;2,76;2,0;65,49253731343283;0,6027777777777779;9,0;23,0;24,0;25,0;2,2;2,0
farashi p-value cutoff;DT;combi;weighted;500;84,66179801608999;0,7328179395789838;23,0;42,0;50,0;57,0;3,6774193548387095;2,0;72,82765758025462;0,62813423294294;14,0;32,0;44,0;51,0;6,967741935483871;3,0
farashi p-value cutoff;DT;combi;weighted;1000;84,44653432482953;0,7126810155957868;24,0;44,0;52,0;70,0;6,385542168674699;3,0;77,06359512482021;0,6556556273459461;8,0;29,0;46,0;61,0;9,433734939759036;5,0
farashi p-value cutoff;DT;combi;weighted;2000;86,1698680343714;0,7731036095023381;32,0;52,0;57,0;71,0;8,826086956521738;2,0;78,48281429832501;0,7327510447796098;7,0;25,0;37,0;56,0;12,521739130434783;7,0
farashi p-value cutoff;DT;combi;unweighted;100;62,23880597014926;0,5826388888888889;10,0;19,0;23,0;24,0;2,68;2,0;76,77611940298507;0,71875;10,0;23,0;25,0;25,0;1,76;2,0
farashi p-value cutoff;DT;combi;unweighted;500;84,86487541982348;0,7698224812160118;24,0;42,0;48,0;56,0;3,5806451612903225;2,0;69,88401155979066;0,6062600005870444;16,0;27,0;41,0;47,0;7,580645161290323;4,0
farashi p-value cutoff;DT;combi;unweighted;1000;84,77962114286046;0,7168691683878116;26,0;45,0;52,0;70,0;6,27710843373494;3,0;74,08211871167609;0,6451458915294814;10,0;30,0;40,0;54,0;10,63855421686747;6,0
farashi p-value cutoff;DT;combi;unweighted;2000;85,62918328807841;0,7668019079799463;32,0;50,0;56,0;69,0;9,076086956521738;2,0;79,35480987339791;0,7494544101172024;14,0;33,0;42,0;53,0;12,195652173913043;6,0
farashi p-value cutoff;KNN;normal;weighted;100;61,94029850746268;0,5333333333333334;7,0;21,0;24,0;24,0;2,6;2,0;82,92537313432837;0,8006944444444445;14,0;24,0;25,0;25,0;1,56;1,0
farashi p-value cutoff;KNN;normal;weighted;500;71,06342263531984;0,5778162542289842;17,0;29,0;36,0;48,0;7,17741935483871;4,0;75,84452862610325;0,6497876401844408;18,0;39,0;47,0;50,0;6,32258064516129;3,0
farashi p-value cutoff;KNN;normal;weighted;1000;69,8276916268263;0,5561203140162093;14,0;26,0;30,0;54,0;14,180722891566266;7,0;77,95891152818136;0,6909399062500646;18,0;39,0;49,0;58,0;9,27710843373494;4,0
farashi p-value cutoff;KNN;normal;weighted;2000;65,73167733789236;0,5145475298782336;10,0;16,0;26,0;39,0;23,565217391304348;13,5;81,05564122333591;0,7611800358088788;19,0;37,0;48,0;58,0;11,173913043478262;5,0
farashi p-value cutoff;KNN;normal;unweighted;100;61,582089552238806;0,5263888888888889;7,0;21,0;23,0;24,0;2,64;2,0;81,7910447761194;0,7902777777777779;14,0;24,0;25,0;25,0;1,6;1,0
farashi p-value cutoff;KNN;normal;unweighted;500;70,76173553073498;0,5744107782268656;17,0;29,0;36,0;47,0;7,354838709677419;4,0;74,67292821994845;0,6442115591773254;17,0;38,0;46,0;49,0;6,645161290322581;3,0
farashi p-value cutoff;KNN;normal;unweighted;1000;72,13862700681895;0,572219648883352;15,0;28,0;33,0;57,0;13,120481927710843;6,0;78,2678320823167;0,6963403364643442;19,0;39,0;49,0;58,0;9,168674698795181;4,0
farashi p-value cutoff;KNN;normal;unweighted;2000;65,17562826142827;0,5094898631643466;9,0;14,0;24,0;38,0;24,01086956521739;14,0;81,12338395181746;0,7622205839125901;19,0;39,0;48,0;58,0;11,130434782608695;5,0
farashi p-value cutoff;KNN;graphlet;weighted;100;61,940298507462686;0,55625;9,0;19,0;24,0;24,0;2,64;2,0;79,01492537313433;0,8041666666666667;15,0;23,0;24,0;25,0;1,8;1,0
farashi p-value cutoff;KNN;graphlet;weighted;500;66,99308755760369;0,5314981891508993;12,0;26,0;33,0;45,0;8,241935483870968;4,5;74,03538233226587;0,643243193252063;19,0;36,0;44,0;48,0;6,82258064516129;3,0
farashi p-value cutoff;KNN;graphlet;weighted;1000;68,26998666488088;0,5104167339220851;7,0;23,0;28,0;52,0;14,783132530120483;7,0;77,83575093025557;0,6917504507343836;18,0;37,0;48,0;57,0;9,265060240963855;4,0
farashi p-value cutoff;KNN;graphlet;weighted;2000;63,817980177220555;0,492196994304245;7,0;13,0;23,0;36,0;24,815217391304348;15,5;81,28987742058037;0,7605538314368129;20,0;40,0;49,0;58,0;11,054347826086957;5,0
farashi p-value cutoff;KNN;graphlet;unweighted;100;64,35820895522389;0,5770833333333334;9,0;20,0;24,0;24,0;2,52;2,0;80,35820895522387;0,8111111111111112;16,0;23,0;24,0;25,0;1,76;1,0
farashi p-value cutoff;KNN;graphlet;unweighted;500;66,93353120362416;0,5301130596605066;12,0;26,0;33,0;45,0;8,225806451612904;4,5;73,68585487776302;0,6391563755981721;18,0;36,0;43,0;48,0;6,919354838709677;3,0
farashi p-value cutoff;KNN;graphlet;unweighted;1000;68,04666709370105;0,5050691239353499;7,0;22,0;28,0;52,0;14,927710843373495;7,0;77,65348489171767;0,6906268495291902;18,0;37,0;47,0;57,0;9,349397590361447;5,0
farashi p-value cutoff;KNN;graphlet;unweighted;2000;63,64198875889735;0,4888188674103175;8,0;13,0;23,0;36,0;25,097826086956523;16,5;81,25537751555989;0,7603867930154642;20,0;40,0;49,0;58,0;11,076086956521738;5,0
farashi p-value cutoff;KNN;autoencode;weighted;100;68,95522388059702;0,6416666666666667;11,0;21,0;24,0;24,0;2,36;2,0;80,65671641791045;0,7854166666666668;14,0;24,0;25,0;25,0;1,64;1,0
farashi p-value cutoff;KNN;autoencode;weighted;500;71,39830508474574;0,5823617087744386;18,0;30,0;36,0;48,0;7,129032258064516;4,0;76,03784269311879;0,6596361250329257;19,0;39,0;47,0;50,0;6,290322580645161;3,0
farashi p-value cutoff;KNN;autoencode;weighted;1000;69,27681727392896;0,5508484699506199;13,0;25,0;29,0;53,0;14,397590361445783;7,0;77,95483529089776;0,6827431741330049;18,0;38,0;49,0;58,0;9,27710843373494;4,0
farashi p-value cutoff;KNN;autoencode;weighted;2000;65,04978042975429;0,510444883830967;9,0;15,0;25,0;38,0;24,0;14,5;81,1525761791425;0,7614620961773523;20,0;37,0;48,0;58,0;11,119565217391305;5,0
farashi p-value cutoff;KNN;autoencode;unweighted;100;69,43283582089552;0,6409722222222223;12,0;21,0;23,0;24,0;2,4;2,0;80,23880597014926;0,7729166666666668;12,0;24,0;25,0;25,0;1,64;2,0
farashi p-value cutoff;KNN;autoencode;unweighted;500;70,5537764586425;0,5718562147348021;17,0;29,0;36,0;47,0;7,435483870967742;4,0;74,08127001484029;0,6372980204802502;16,0;37,0;45,0;49,0;6,758064516129032;3,0
farashi p-value cutoff;KNN;autoencode;unweighted;1000;71,40577777518969;0,5661373305965912;14,0;27,0;32,0;56,0;13,46987951807229;6,0;78,26637628328685;0,6955868705210049;18,0;40,0;49,0;58,0;9,168674698795181;4,0
farashi p-value cutoff;KNN;autoencode;unweighted;2000;65,17562826142827;0,5094898631643466;9,0;14,0;24,0;38,0;24,01086956521739;14,0;81,12338395181746;0,7622205839125901;19,0;39,0;48,0;58,0;11,130434782608695;5,0
farashi p-value cutoff;KNN;combi;weighted;100;63,910447761194035;0,5909722222222222;11,0;20,0;23,0;24,0;2,6;2,0;76,32835820895522;0,7763888888888889;14,0;22,0;25,0;25,0;1,84;1,0
farashi p-value cutoff;KNN;combi;weighted;500;66,7158087948137;0,5552652216747376;17,0;24,0;32,0;44,0;8,403225806451612;5,0;73,44860579551667;0,6376861973139418;18,0;35,0;44,0;48,0;6,919354838709677;3,0
farashi p-value cutoff;KNN;combi;weighted;1000;67,92554461441706;0,5110472252368659;7,0;22,0;28,0;52,0;14,987951807228916;7,0;77,46452217764242;0,6871560198862514;16,0;36,0;47,0;57,0;9,433734939759036;5,0
farashi p-value cutoff;KNN;combi;weighted;2000;64,7535282089102;0,5033385916089235;8,0;14,0;24,0;37,0;24,217391304347824;14,5;81,16696277921179;0,7590438906707739;19,0;38,0;48,0;59,0;11,130434782608695;5,0
farashi p-value cutoff;KNN;combi;unweighted;100;56,835820895522396;0,45902777777777776;6,0;20,0;22,0;24,0;2,84;2,0;79,5820895522388;0,7972222222222222;15,0;22,0;24,0;25,0;1,76;1,0
farashi p-value cutoff;KNN;combi;unweighted;500;66,24912129969537;0,5362580567717394;13,0;26,0;33,0;44,0;8,451612903225806;4,5;73,26603139889089;0,6341478233266888;17,0;35,0;43,0;49,0;6,967741935483871;3,0
farashi p-value cutoff;KNN;combi;unweighted;1000;66,87533119427928;0,49977090798579865;6,0;21,0;27,0;51,0;15,53012048192771;8,0;77,18151484623851;0,6750765207277664;15,0;34,0;46,0;57,0;9,53012048192771;5,0
farashi p-value cutoff;KNN;combi;unweighted;2000;64,40461823829797;0,4964504829314164;8,0;13,0;23,0;37,0;24,619565217391305;15,0;81,00996726000916;0,758156146575633;17,0;38,0;48,0;58,0;11,206521739130435;5,0
farashi p-value cutoff;RF;normal;weighted;100;70,86567164179105;0,6986111111111111;12,0;22,0;25,0;25,0;2,04;2,0;64,92537313432835;0,5840277777777777;9,0;21,0;25,0;25,0;2,24;2,0
farashi p-value cutoff;RF;normal;weighted;500;83,75868936967899;0,7571928036680778;23,0;38,0;47,0;60,0;3,7580645161290325;3,0;68,41658205108178;0,5682073301601535;13,0;25,0;33,0;46,0;7,435483870967742;4,5
farashi p-value cutoff;RF;normal;weighted;1000;86,41943317008975;0,7731969556689049;24,0;42,0;60,0;72,0;5,518072289156627;3,0;68,81765825991253;0,5158799297962446;8,0;25,0;39,0;49,0;14,216867469879517;6,0
farashi p-value cutoff;RF;normal;weighted;2000;85,01321332394713;0,7815276990096738;25,0;46,0;55,0;70,0;9,717391304347826;3,5;63,437503491893224;0,47468068968193844;4,0;12,0;19,0;37,0;25,47826086956522;16,0
farashi p-value cutoff;RF;normal;unweighted;100;70,1492537313433;0,6951388888888889;14,0;22,0;23,0;25,0;2,2;1,0;64,92537313432835;0,5583333333333333;11,0;19,0;23,0;25,0;2,4;2,0
farashi p-value cutoff;RF;normal;unweighted;500;85,3110599078341;0,7470659368460346;21,0;41,0;53,0;60,0;3,467741935483871;2,0;68,32968835429196;0,5412113175341581;11,0;27,0;38,0;43,0;7,629032258064516;4,0
farashi p-value cutoff;RF;normal;unweighted;1000;86,67303336109057;0,7660346314088261;22,0;45,0;58,0;75,0;5,301204819277109;3,0;66,92279024265258;0,4758660402045525;3,0;21,0;32,0;49,0;15,132530120481928;7,0
farashi p-value cutoff;RF;normal;unweighted;2000;86,56766451007341;0,7927001233797369;22,0;48,0;59,0;68,0;8,173913043478262;3,0;66,23353223157117;0,5041248752615431;2,0;14,0;21,0;39,0;22,5;14,0
farashi p-value cutoff;RF;graphlet;weighted;100;70,4776119402985;0,7000000000000001;11,0;22,0;24,0;25,0;2,12;2,0;67,34328358208955;0,607638888888889;10,0;21,0;24,0;25,0;2,2;2,0
farashi p-value cutoff;RF;graphlet;weighted;500;83,64933999843787;0,7266983602106871;20,0;38,0;49,0;58,0;3,7903225806451615;2,0;66,23740529563383;0,5332303301381273;12,0;25,0;34,0;46,0;8,225806451612904;5,0
farashi p-value cutoff;RF;graphlet;weighted;1000;85,51363501371362;0,7545968673931098;24,0;42,0;56,0;71,0;5,867469879518072;3,0;67,68329965584911;0,5063673433590912;10,0;23,0;36,0;48,0;14,927710843373495;7,0
farashi p-value cutoff;RF;graphlet;weighted;2000;84,8351267696915;0,7778685811297127;28,0;46,0;52,0;72,0;9,75;3,5;63,21793324617568;0,45948905207340546;6,0;13,0;16,0;43,0;26,08695652173913;12,5
farashi p-value cutoff;RF;graphlet;unweighted;100;68,11940298507463;0,65;11,0;23,0;23,0;25,0;2,24;2,0;65,1044776119403;0,5583333333333333;10,0;21,0;23,0;25,0;2,44;2,0
farashi p-value cutoff;RF;graphlet;unweighted;500;85,153870186675;0,7585609791600424;23,0;41,0;52,0;59,0;3,5;2,0;67,2820823244552;0,5263050895011899;10,0;27,0;36,0;44,0;7,967741935483871;4,0
farashi p-value cutoff;RF;graphlet;unweighted;1000;87,29320374780902;0,7778030214277749;23,0;46,0;60,0;73,0;5,0602409638554215;3,0;66,92890459857797;0,4745298726217713;6,0;21,0;34,0;51,0;15,349397590361447;8,0
farashi p-value cutoff;RF;graphlet;unweighted;2000;86,63373112980904;0,7846368335544832;28,0;46,0;57,0;69,0;8,293478260869565;3,5;65,26781424245472;0,48097684831803206;3,0;9,0;20,0;36,0;23,108695652173914;14,0
farashi p-value cutoff;RF;autoencode;weighted;100;70,29850746268657;0,6833333333333332;13,0;21,0;23,0;25,0;2,2;1,0;62,65671641791045;0,5375;9,0;19,0;23,0;25,0;2,4;2,0
farashi p-value cutoff;RF;autoencode;weighted;500;84,10333515582286;0,7463833249149351;23,0;40,0;49,0;58,0;3,7580645161290325;2,0;69,13711630086698;0,5831385957798947;13,0;24,0;36,0;46,0;7,387096774193548;4,5
farashi p-value cutoff;RF;autoencode;weighted;1000;86,3673155648209;0,7628741785039326;30,0;47,0;53,0;70,0;5,433734939759036;2,0;68,08393554886536;0,517058360407642;9,0;22,0;35,0;51,0;14,433734939759036;8,0
farashi p-value cutoff;RF;autoencode;weighted;2000;86,2452929279385;0,79676125169157;29,0;45,0;53,0;71,0;8,83695652173913;4,0;66,86877744628073;0,5374125106388491;2,0;13,0;23,0;42,0;22,32608695652174;13,0
farashi p-value cutoff;RF;autoencode;unweighted;100;70,44776119402985;0,6972222222222223;14,0;21,0;24,0;25,0;2,12;1,0;55,37313432835822;0,42291666666666666;5,0;20,0;23,0;25,0;2,68;2,0
farashi p-value cutoff;RF;autoencode;unweighted;500;85,86854643442943;0,7688729053293112;26,0;41,0;50,0;60,0;3,4193548387096775;2,0;71,18839334530969;0,5981930222691366;14,0;28,0;39,0;48,0;6,983870967741935;4,0
farashi p-value cutoff;RF;autoencode;unweighted;1000;86,72427748694147;0,7719782800201352;25,0;49,0;56,0;71,0;5,325301204819277;3,0;69,22120575098847;0,5303710717127357;8,0;21,0;35,0;51,0;13,80722891566265;6,0
farashi p-value cutoff;RF;autoencode;unweighted;2000;86,62367447733342;0,7997335489171058;30,0;49,0;57,0;69,0;8,478260869565217;3,0;65,40539483535025;0,5096479587298558;3,0;12,0;26,0;39,0;23,304347826086957;15,5
farashi p-value cutoff;RF;combi;weighted;100;68,56716417910448;0,6729166666666667;12,0;20,0;24,0;25,0;2,28;2,0;66,4179104477612;0,6013888888888889;10,0;21,0;24,0;25,0;2,2;2,0
farashi p-value cutoff;RF;combi;weighted;500;84,33765523705381;0,7656938997126921;24,0;39,0;48,0;59,0;3,6774193548387095;2,0;68,65676013434351;0,568146932576307;14,0;24,0;36,0;48,0;7,645161290322581;5,0
farashi p-value cutoff;RF;combi;weighted;1000;86,82036022291194;0,7802513531204966;29,0;50,0;58,0;71,0;5,385542168674699;2,0;69,03690159380878;0,5346159874527452;10,0;22,0;35,0;49,0;13,867469879518072;7,0
farashi p-value cutoff;RF;combi;weighted;2000;86,15212921681025;0,795985928783606;28,0;46,0;51,0;71,0;8,804347826086957;3,5;67,76423854379672;0,5479205928916868;3,0;16,0;24,0;39,0;21,5;13,0
farashi p-value cutoff;RF;combi;unweighted;100;68,32835820895522;0,6486111111111111;11,0;22,0;24,0;25,0;2,16;2,0;59,91044776119403;0,48333333333333334;8,0;20,0;23,0;25,0;2,6;2,0
farashi p-value cutoff;RF;combi;unweighted;500;85,36963992814184;0,7691884925198983;25,0;41,0;49,0;59,0;3,5;2,0;68,71631648832305;0,5592401350983881;15,0;27,0;34,0;45,0;7,661290322580645;4,5
farashi p-value cutoff;RF;combi;unweighted;1000;86,5466700052991;0,7499258990804286;25,0;47,0;56,0;72,0;5,409638554216867;3,0;69,22790242652582;0,5076112119353381;10,0;21,0;35,0;49,0;14,168674698795181;6,0
farashi p-value cutoff;RF;combi;unweighted;2000;86,30451543696155;0,7882235790144576;32,0;48,0;58,0;67,0;8,641304347826088;3,0;64,41104332182405;0,47919068568680817;3,0;10,0;23,0;38,0;24,27173913043478;14,0
DeRycke;LR;normal;weighted;100;67,87918871252204;0,7229885057471264;16,0;31,0;35,0;36,0;2,1666666666666665;2,0;75,06613756613757;0,7489028213166145;19,0;33,0;35,0;36,0;1,8611111111111112;1,0
DeRycke;LR;normal;weighted;500;61,845090968029496;0,5866878848937144;30,0;41,0;53,0;87,0;8,491379310344827;6,0;72,65286275781028;0,6309985238007748;30,0;64,0;80,0;97,0;6,120689655172414;3,0
DeRycke;LR;normal;weighted;1000;58,440157401540674;0,5138133396965413;12,0;37,0;45,0;89,0;16,03184713375796;9,0;71,898489345383;0,6427433984499876;30,0;63,0;80,0;108,0;10,012738853503185;5,0
DeRycke;LR;normal;weighted;2000;54,27798625301876;0,458072335998444;7,0;22,0;37,0;55,0;27,502857142857142;20,0;76,93746981237229;0,7444086135009254;31,0;64,0;82,0;109,0;12,17142857142857;7,0
DeRycke;LR;normal;unweighted;100;70,54673721340389;0,7344827586206897;20,0;31,0;34,0;36,0;2,111111111111111;1,0;76,14638447971782;0,7415882967607106;20,0;33,0;35,0;36,0;1,8611111111111112;1,0
DeRycke;LR;normal;unweighted;500;62,74464119291705;0,5418458115658368;27,0;42,0;54,0;89,0;8,232758620689655;6,0;71,21489930710321;0,6239468342323494;29,0;62,0;77,0;93,0;6,379310344827586;3,0
DeRycke;LR;normal;unweighted;1000;58,47317170774002;0,4880185897064347;10,0;35,0;44,0;90,0;16,10828025477707;9,0;72,45106212692166;0,6465278121107969;32,0;65,0;83,0;110,0;9,872611464968152;5,0
DeRycke;LR;normal;unweighted;2000;54,248783206390485;0,4553442100662254;7,0;19,0;34,0;55,0;27,697142857142858;21,0;76,87445662270109;0,7438273729165732;28,0;64,0;82,0;109,0;12,194285714285714;7,0
DeRycke;LR;graphlet;weighted;100;68,34215167548501;0,7167189132706374;16,0;31,0;36,0;36,0;2,0555555555555554;2,0;77,33686067019401;0,781818181818182;21,0;33,0;35,0;36,0;1,8333333333333333;1,0
DeRycke;LR;graphlet;weighted;500;62,73603063333197;0,5832965615047334;29,0;42,0;55,0;89,0;8,241379310344827;6,0;72,53130191660927;0,6253685197063915;29,0;64,0;80,0;97,0;6,155172413793103;3,0
DeRycke;LR;graphlet;weighted;1000;58,76779937973122;0,5197072630952012;14,0;39,0;47,0;89,0;15,97452229299363;9,0;71,8157868409644;0,6423527029741528;28,0;63,0;80,0;106,0;10,031847133757962;5,0
DeRycke;LR;graphlet;weighted;2000;54,884339587590546;0,4780408894575635;10,0;25,0;40,0;58,0;27,268571428571427;20,0;76,74538361508453;0,7441173190294358;30,0;62,0;80,0;108,0;12,268571428571429;7,0
DeRycke;LR;graphlet;unweighted;100;67,5705467372134;0,6962382445141064;17,0;31,0;35,0;36,0;2,138888888888889;2,0;72,35449735449735;0,7212121212121212;18,0;32,0;35,0;36,0;1,9444444444444444;1,5
DeRycke;LR;graphlet;unweighted;500;62,116070343206765;0,5876112387590302;29,0;42,0;55,0;87,0;8,482758620689655;6,0;71,04167510839174;0,6160596002374896;27,0;61,0;77,0;94,0;6,405172413793103;3,0
DeRycke;LR;graphlet;unweighted;1000;58,75229266015274;0,5087930749391243;12,0;37,0;45,0;90,0;16,05095541401274;9,0;72,23580218094507;0,6443780638542375;30,0;63,0;83,0;110,0;9,9171974522293;5,0
DeRycke;LR;graphlet;unweighted;2000;54,58673602080625;0,45558858018465553;8,0;20,0;35,0;56,0;27,537142857142857;20,0;76,87445662270109;0,7435746754264212;30,0;64,0;82,0;109,0;12,194285714285714;7,0
DeRycke;LR;autoencode;weighted;100;69,77513227513228;0,7287356321839081;17,0;31,0;34,0;36,0;2,138888888888889;2,0;74,97795414462081;0,7530825496342738;19,0;32,0;35,0;36,0;1,9166666666666667;1,0
DeRycke;LR;autoencode;weighted;500;67,43334413874145;0,6314938939161556;35,0;52,0;63,0;92,0;7,301724137931035;4,5;70,80513797155477;0,6077482136064516;23,0;60,0;79,0;95,0;6,396551724137931;3,0
DeRycke;LR;autoencode;weighted;1000;58,85467035715476;0,5137673495515724;12,0;38,0;46,0;90,0;15,885350318471337;9,0;71,0024343882349;0,6351825709684294;26,0;60,0;75,0;106,0;10,229299363057326;6,0
DeRycke;LR;autoencode;weighted;2000;54,884339587590546;0,4780408894575635;10,0;25,0;40,0;58,0;27,268571428571427;20,0;76,57804198402378;0,7423394050600093;30,0;61,0;80,0;107,0;12,348571428571429;7,0
DeRycke;LR;autoencode;unweighted;100;71,84744268077601;0,7574712643678162;20,0;31,0;34,0;36,0;2,0555555555555554;1,0;76,98412698412697;0,7671891327063741;20,0;33,0;35,0;36,0;1,8888888888888888;1,0
DeRycke;LR;autoencode;unweighted;500;66,15695530613071;0,6333955370810485;30,0;52,0;61,0;91,0;7,525862068965517;5,0;70,64660237448844;0,6248035016579546;29,0;58,0;77,0;93,0;6,491379310344827;3,5
DeRycke;LR;autoencode;unweighted;1000;59,10944742721846;0,5054621987289912;12,0;37,0;46,0;92,0;15,955414012738853;9,0;71,81211858472003;0,6371689584412885;26,0;65,0;82,0;110,0;10,031847133757962;5,0
DeRycke;LR;autoencode;unweighted;2000;54,58673602080625;0,45558858018465553;8,0;20,0;35,0;56,0;27,537142857142857;20,0;76,73981051458294;0,7419795355912692;28,0;63,0;82,0;109,0;12,245714285714286;7,0
DeRycke;LR;combi;weighted;100;69,37830687830687;0,736050156739812;18,0;30,0;35,0;36,0;2,138888888888889;1,5;74,49294532627866;0,7431556948798328;19,0;32,0;35,0;36,0;1,8888888888888888;1,0
DeRycke;LR;combi;weighted;500;69,04909031970502;0,6722936864581426;40,0;56,0;65,0;93,0;7,094827586206897;4,0;70,55036670853762;0,6129123672180349;23,0;57,0;80,0;95,0;6,413793103448276;4,0
DeRycke;LR;combi;weighted;1000;59,324040417514254;0,5204022626261141;15,0;41,0;48,0;90,0;15,796178343949045;9,0;71,30289792243305;0,6369072036833648;23,0;63,0;77,0;105,0;10,178343949044587;6,0
DeRycke;LR;combi;weighted;2000;54,83336429500278;0,47761289909246624;10,0;25,0;40,0;58,0;27,302857142857142;20,0;76,27969533717258;0,7357103612956852;24,0;61,0;79,0;106,0;12,485714285714286;7,0
DeRycke;LR;combi;unweighted;100;70,5467372134039;0,7475444096133752;19,0;31,0;35,0;36,0;2,0833333333333335;1,0;72,35449735449735;0,7327063740856845;18,0;32,0;35,0;36,0;1,9444444444444444;1,5
DeRycke;LR;combi;unweighted;500;69,55761983872928;0,6627500176568099;30,0;57,0;65,0;95,0;6,7844827586206895;4,0;70,29103691397545;0,619058330692719;26,0;55,0;77,0;95,0;6,439655172413793;4,0
DeRycke;LR;combi;unweighted;1000;59,034081435288634;0,5039651012518855;12,0;37,0;45,0;92,0;15,987261146496815;9,0;71,13048987894754;0,6323538180793721;21,0;58,0;80,0;107,0;10,19108280254777;5,0
DeRycke;LR;combi;unweighted;2000;54,578116292030465;0,45549424056201404;8,0;20,0;35,0;56,0;27,548571428571428;20,0;76,52543191528888;0,7411884727903794;26,0;62,0;80,0;108,0;12,371428571428572;7,0
DeRycke;SVM;normal;weighted;100;76,89594356261023;0,7695924764890282;22,0;31,0;34,0;36,0;1,8888888888888888;1,0;60,64814814814815;0,4934169278996865;12,0;29,0;35,0;36,0;2,2777777777777777;2,0
DeRycke;SVM;normal;weighted;500;79,8918108513311;0,7779565019071465;39,0;75,0;90,0;100,0;4,482758620689655;2,0;60,59200129664897;0,5290046888213867;19,0;51,0;61,0;78,0;8,913793103448276;5,0
DeRycke;SVM;normal;weighted;1000;83,04048420982426;0,7830120746787066;52,0;98,0;107,0;130,0;5,936305732484076;2,0;58,87834728382298;0,44362094948411074;9,0;31,0;57,0;85,0;16,229299363057326;9,0
DeRycke;SVM;normal;weighted;2000;85,0608211034739;0,8348884084414327;62,0;99,0;111,0;131,0;8,154285714285715;2,0;57,7839866245588;0,4943435222777865;12,0;24,0;33,0;63,0;26,34857142857143;15,0
