Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
True;True;False;True;False;True;False;True;False;False;True;87,0;228,0;87,0;78,84272149639466;0,7431550005728033;55,0;79,0;84,0;86,0;1,8620689655172413;1,0
True;True;False;True;False;True;False;False;True;True;False;87,0;228,0;87,0;78,31084457771115;0,7135299321546315;53,0;79,0;86,0;86,0;1,793103448275862;1,0
True;True;False;True;False;True;False;False;True;False;True;87,0;228,0;87,0;73,64532019704434;0,6617373760517306;49,0;75,0;83,0;86,0;2,0344827586206895;1,0
True;True;False;True;False;True;False;False;False;True;True;87,0;228,0;87,0;77,56835867780396;0,7103110958363564;54,0;77,0;84,0;86,0;1,8850574712643677;1,0
True;True;False;True;False;False;True;True;True;False;False;87,0;228,0;87,0;81,03805240237024;0,7753147235905856;57,0;81,0;84,0;86,0;1,7471264367816093;1,0
True;True;False;True;False;False;True;True;False;True;False;87,0;228,0;87,0;80,32769329620903;0,7542647327130084;58,0;79,0;83,0;86,0;1,839080459770115;1,0
True;True;False;True;False;False;True;True;False;False;True;87,0;228,0;87,0;80,63111301492111;0,7567049808429118;59,0;80,0;83,0;86,0;1,8620689655172413;1,0
True;True;False;True;False;False;True;False;True;True;False;87,0;228,0;87,0;77,87177839651602;0,7181855500821017;55,0;75,0;86,0;86,0;1,8620689655172413;1,0
True;True;False;True;False;False;True;False;True;False;True;87,0;228,0;87,0;76,27614764046548;0,7043618971245275;53,0;77,0;83,0;86,0;1,9655172413793103;1,0
True;True;False;True;False;False;True;False;False;True;True;87,0;228,0;87,0;77,88605697151424;0,7178402769822175;55,0;76,0;83,0;86,0;1,9195402298850575;1,0
True;True;False;True;False;False;False;True;True;True;False;87,0;228,0;87,0;80,59541657742557;0,7567930228315152;59,0;78,0;85,0;86,0;1,7816091954022988;1,0
