bp distance absolute;DEPICT p-value;predicates_score;node2vec_normal_score;node2vec_graphlet_score;node2vec_autoencode_score;node2vec_combi_score;distance_score;EVOKE_score;rdf2vec_score;struc2vec_score;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
False;True;True;True;False;False;False;False;False;False;False;38,0;78,0;38,0;74,82057416267942;0,7839912280701754;27,0;35,0;37,0;38,0;1,5263157894736843;1,0
False;True;True;False;True;False;False;False;False;False;False;38,0;78,0;38,0;73,92344497607655;0,7872807017543859;27,0;35,0;38,0;38,0;1,5263157894736843;1,0
False;True;True;False;False;True;False;False;False;False;False;38,0;78,0;38,0;74,2822966507177;0,7664473684210527;25,0;37,0;37,0;38,0;1,4736842105263157;1,0
False;True;True;False;False;False;True;False;False;False;False;38,0;78,0;38,0;78,58851674641149;0,8256578947368421;28,0;37,0;37,0;38,0;1,4210526315789473;1,0
False;True;True;False;False;False;False;True;False;False;False;38,0;78,0;38,0;75,5980861244019;0,7839912280701754;28,0;35,0;37,0;38,0;1,5263157894736843;1,0
False;True;True;False;False;False;False;False;True;False;False;38,0;78,0;38,0;76,10645933014354;0,7927631578947368;28,0;36,0;37,0;38,0;1,5;1,0
False;True;True;False;False;False;False;False;False;True;False;38,0;78,0;38,0;77,36244019138756;0,8103070175438596;29,0;35,0;37,0;38,0;1,5;1,0
False;True;True;False;False;False;False;False;False;False;True;38,0;78,0;38,0;77,36244019138756;0,8103070175438596;29,0;35,0;37,0;38,0;1,5;1,0
False;True;False;True;True;False;False;False;False;False;False;41,0;91,0;41,0;69,64769647696477;0,7306910569105691;26,0;38,0;40,0;41,0;1,6585365853658536;1,0
False;True;False;True;False;True;False;False;False;False;False;41,0;91,0;41,0;71,90605239385728;0,7266260162601625;26,0;39,0;40,0;41,0;1,5853658536585367;1,0
False;True;False;True;False;False;True;False;False;False;False;41,0;91,0;41,0;76,8744354110208;0,7957317073170732;29,0;40,0;40,0;41,0;1,4878048780487805;1,0
False;True;False;True;False;False;False;True;False;False;False;41,0;91,0;41,0;71,52213188798555;0,7327235772357723;27,0;37,0;40,0;41,0;1,6341463414634145;1,0
False;True;False;True;False;False;False;False;True;False;False;41,0;91,0;41,0;68,54110207768744;0,6961382113821137;25,0;37,0;40,0;41,0;1,6829268292682926;1,0
False;True;False;True;False;False;False;False;False;True;False;41,0;91,0;41,0;69,15085817524842;0,7205284552845528;26,0;37,0;40,0;41,0;1,6829268292682926;1,0
False;True;False;True;False;False;False;False;False;False;True;41,0;91,0;41,0;72,40289069557363;0,7530487804878049;27,0;37,0;40,0;41,0;1,6097560975609757;1,0
False;True;False;False;True;True;False;False;False;False;False;41,0;91,0;41,0;73,62240289069557;0,7459349593495934;26,0;40,0;41,0;41,0;1,4878048780487805;1,0
False;True;False;False;True;False;True;False;False;False;False;41,0;91,0;41,0;76,26467931345982;0,7916666666666665;28,0;40,0;40,0;41,0;1,4878048780487805;1,0
False;True;False;False;True;False;False;True;False;False;False;41,0;91,0;41,0;73,12556458897923;0,7754065040650406;28,0;39,0;40,0;41,0;1,5853658536585367;1,0
False;True;False;False;True;False;False;False;True;False;False;41,0;91,0;41,0;71,40921409214093;0,7632113821138211;26,0;38,0;40,0;41,0;1,6097560975609757;1,0
False;True;False;False;True;False;False;False;False;True;False;41,0;91,0;41,0;73,89340560072269;0,79369918699187;28,0;37,0;40,0;41,0;1,5853658536585367;1,0
False;True;False;False;True;False;False;False;False;False;True;41,0;91,0;41,0;72,89972899728997;0,7876016260162603;27,0;38,0;40,0;41,0;1,5853658536585367;1,0
False;True;False;False;False;True;True;False;False;False;False;41,0;91,0;41,0;72,13188798554651;0,7245934959349594;25,0;40,0;41,0;41,0;1,5121951219512195;1,0
False;True;False;False;False;True;False;True;False;False;False;41,0;91,0;41,0;73,28364950316171;0,7428861788617885;26,0;40,0;40,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;True;False;False;True;False;False;41,0;91,0;41,0;72,87714543812103;0,7378048780487805;26,0;39,0;41,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;True;False;False;False;True;False;41,0;91,0;41,0;72,40289069557362;0,7347560975609756;26,0;40,0;40,0;41,0;1,5609756097560976;1,0
False;True;False;False;False;True;False;False;False;False;True;41,0;91,0;41,0;72,87714543812103;0,7378048780487805;26,0;39,0;41,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;False;True;True;False;False;False;41,0;91,0;41,0;73,39656729900632;0,7286585365853658;27,0;39,0;40,0;41,0;1,5609756097560976;1,0
False;True;False;False;False;False;True;False;True;False;False;41,0;91,0;41,0;75,76784101174346;0,7733739837398373;28,0;39,0;40,0;41,0;1,5121951219512195;1,0
False;True;False;False;False;False;True;False;False;True;False;41,0;91,0;41,0;69,53477868112014;0,7103658536585366;25,0;39,0;40,0;41,0;1,6341463414634145;1,0
False;True;False;False;False;False;True;False;False;False;True;41,0;91,0;41,0;74,27732610659442;0,7489837398373983;27,0;39,0;40,0;41,0;1,5365853658536586;1,0
False;True;False;False;False;False;False;True;True;False;False;41,0;91,0;41,0;75,0;0,7835365853658537;29,0;38,0;40,0;41,0;1,5609756097560976;1,0
False;True;False;False;False;False;False;True;False;True;False;41,0;91,0;41,0;73,62240289069558;0,7571138211382114;29,0;37,0;40,0;41,0;1,6097560975609757;1,0
False;True;False;False;False;False;False;True;False;False;True;41,0;91,0;41,0;75,0;0,7713414634146342;29,0;38,0;40,0;41,0;1,5609756097560976;1,0
False;True;False;False;False;False;False;False;True;True;False;41,0;91,0;41,0;70,91237579042458;0,7449186991869919;26,0;37,0;40,0;41,0;1,6341463414634145;1,0
False;True;False;False;False;False;False;False;True;False;True;41,0;91,0;41,0;72,89972899728997;0,7632113821138211;27,0;38,0;40,0;41,0;1,5853658536585367;1,0
False;True;False;False;False;False;False;False;False;True;True;41,0;91,0;41,0;70,91237579042458;0,7449186991869919;26,0;37,0;40,0;41,0;1,6341463414634145;1,0
False;False;True;True;True;False;False;False;False;False;False;38,0;78,0;38,0;74,64114832535886;0,7615131578947368;27,0;36,0;38,0;38,0;1,4736842105263157;1,0
False;False;True;True;False;True;False;False;False;False;False;38,0;78,0;38,0;75,83732057416267;0,7905701754385965;27,0;37,0;37,0;38,0;1,4736842105263157;1,0
False;False;True;True;False;False;True;False;False;False;False;38,0;78,0;38,0;82,20693779904306;0,8508771929824562;30,0;37,0;38,0;38,0;1,3421052631578947;1,0
False;False;True;True;False;False;False;True;False;False;False;38,0;78,0;38,0;73,65430622009569;0,7478070175438596;26,0;36,0;38,0;38,0;1,5;1,0
False;False;True;True;False;False;False;False;True;False;False;38,0;78,0;38,0;75,11961722488037;0,8020833333333333;27,0;35,0;38,0;38,0;1,4736842105263157;1,0
False;False;True;True;False;False;False;False;False;True;False;38,0;78,0;38,0;72,93660287081339;0,7543859649122806;26,0;35,0;38,0;38,0;1,5526315789473684;1,0
False;False;True;True;False;False;False;False;False;False;True;38,0;78,0;38,0;73,92344497607655;0,7724780701754386;27,0;35,0;38,0;38,0;1,5263157894736843;1,0
False;False;True;False;True;True;False;False;False;False;False;38,0;78,0;38,0;79,57535885167464;0,8037280701754386;28,0;37,0;37,0;38,0;1,394736842105263;1,0
False;False;True;False;True;False;True;False;False;False;False;38,0;78,0;38,0;76,3456937799043;0,7971491228070174;26,0;37,0;38,0;38,0;1,394736842105263;1,0
False;False;True;False;True;False;False;True;False;False;False;38,0;78,0;38,0;69,13875598086125;0,7127192982456141;24,0;36,0;38,0;38,0;1,5789473684210527;1,0
