Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
True;True;False;False;False;False;False;True;False;False;False;41,0;91,0;41,0;78,09394760614272;0,7916666666666665;29,0;40,0;41,0;41,0;1,4146341463414633;1,0
True;True;False;False;False;False;False;False;True;False;False;41,0;91,0;41,0;70,28003613369468;0,7123983739837398;26,0;38,0;40,0;41,0;1,6585365853658536;1,0
True;True;False;False;False;False;False;False;False;True;False;41,0;91,0;41,0;77,48419150858176;0,7632113821138211;28,0;40,0;41,0;41,0;1,4146341463414633;1,0
True;True;False;False;False;False;False;False;False;False;True;41,0;91,0;41,0;74,4579945799458;0,7642276422764228;30,0;36,0;41,0;41,0;1,6097560975609757;1,0
True;False;True;True;False;False;False;False;False;False;False;38,0;78,0;38,0;68,92942583732058;0,7039473684210527;25,0;36,0;38,0;38,0;1,605263157894737;1,0
True;False;True;False;True;False;False;False;False;False;False;38,0;78,0;38,0;73,92344497607655;0,7697368421052632;27,0;35,0;38,0;38,0;1,5263157894736843;1,0
True;False;True;False;False;True;False;False;False;False;False;38,0;78,0;38,0;71,88995215311003;0,7554824561403509;26,0;36,0;38,0;38,0;1,5263157894736843;1,0
True;False;True;False;False;False;True;False;False;False;False;38,0;78,0;38,0;73,92344497607655;0,7697368421052632;27,0;35,0;38,0;38,0;1,5263157894736843;1,0
True;False;True;False;False;False;False;True;False;False;False;38,0;78,0;38,0;76,3456937799043;0,7554824561403509;26,0;37,0;38,0;38,0;1,394736842105263;1,0
True;False;True;False;False;False;False;False;True;False;False;38,0;78,0;38,0;68,54066985645932;0,7127192982456141;25,0;34,0;37,0;38,0;1,7105263157894737;1,0
